                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 0.6788,                0.37203,                 0.9829,                 0.9847,                0.99302,                0.99469,                0.89383,                0.48987,                0.26679,                0.88057,              0.0012872,              0.0012872,              0.0012872
                     20,                0.66523,                0.36171,                0.97277,                0.99436,                0.98571,                0.99483,                0.89376,                0.50585,                0.27055,                0.87833,              0.0012476,              0.0012476,              0.0012476
                     21,                0.66282,                 0.3573,                0.97405,                0.99579,                0.99031,                0.99482,                0.89835,                0.47152,                0.25159,                0.86775,               0.001208,               0.001208,               0.001208
                     22,                0.65836,                0.35137,                 0.9687,                0.99166,                0.99611,                0.99493,                0.88815,                0.50741,                0.25914,                0.87535,              0.0011684,              0.0011684,              0.0011684
                     23,                 0.6502,                0.34523,                0.96462,                0.99234,                0.99441,                0.99492,                0.90349,                0.48962,                0.25196,                0.87579,              0.0011288,              0.0011288,              0.0011288
                     24,                0.64387,                0.34481,                0.96751,                0.99376,                0.99302,                0.99497,                0.89586,                0.47133,                0.24484,                0.87527,              0.0010892,              0.0010892,              0.0010892
                     25,                0.63517,                0.34289,                0.96248,                0.99443,                0.99678,                0.99487,                0.90347,                0.46177,                0.23845,                0.86455,              0.0010496,              0.0010496,              0.0010496
                     26,                0.63325,                0.33786,                0.95883,                0.99261,                0.99581,                0.99493,                0.89663,                0.47532,                0.24851,                 0.8664,                0.00101,                0.00101,                0.00101
                     27,                0.62712,                0.33253,                0.95356,                0.99715,                0.99302,                0.99497,                0.89452,                0.50045,                0.24348,                0.87657,              0.0009704,              0.0009704,              0.0009704
                     28,                0.62213,                0.33154,                0.95477,                0.99581,                0.99487,                0.99499,                0.90492,                0.46057,                0.24101,                0.86542,              0.0009308,              0.0009308,              0.0009308
                     29,                0.61103,                0.32701,                0.95199,                0.99404,                0.99441,                0.99477,                0.91079,                 0.4625,                0.23693,                0.86354,              0.0008912,              0.0008912,              0.0008912
                     30,                0.61222,                0.32099,                0.94878,                0.99559,                0.99441,                0.99497,                0.90592,                0.45405,                0.23397,                0.85968,              0.0008516,              0.0008516,              0.0008516
                     31,                0.60192,                0.31568,                0.94618,                0.99654,                0.99721,                0.99493,                0.90993,                0.46031,                0.22857,                0.85896,               0.000812,               0.000812,               0.000812
                     32,                0.59812,                0.31622,                0.94412,                0.99719,                0.99177,                  0.995,                 0.9099,                0.44033,                0.21881,                0.85632,              0.0007724,              0.0007724,              0.0007724
                     33,                0.58816,                0.31076,                0.94013,                 0.9983,                0.99441,                  0.995,                0.90818,                0.44539,                0.21772,                 0.8535,              0.0007328,              0.0007328,              0.0007328
                     34,                0.58954,                0.30575,                0.93998,                 0.9958,                0.99263,                0.99496,                0.90922,                0.45346,                0.21894,                0.85801,              0.0006932,              0.0006932,              0.0006932
                     35,                0.58401,                0.30465,                0.93625,                0.99273,                0.99162,                0.99494,                0.91053,                0.44682,                0.21992,                0.85788,              0.0006536,              0.0006536,              0.0006536
                     36,                0.58041,                0.30255,                0.93999,                 0.9972,                0.99462,                  0.995,                0.91473,                0.44322,                0.21349,                0.85269,               0.000614,               0.000614,               0.000614
                     37,                  0.575,                0.29455,                0.93553,                0.99777,                0.99441,                  0.995,                0.91465,                0.44063,                 0.2173,                0.85358,              0.0005744,              0.0005744,              0.0005744
                     38,                0.57007,                0.29121,                0.93161,                 0.9972,                 0.9957,                  0.995,                0.91287,                0.44044,                0.21159,                 0.8532,              0.0005348,              0.0005348,              0.0005348
                     39,                0.56806,                0.29215,                0.93329,                0.99457,                0.99721,                0.99492,                0.91554,                0.43191,                0.20944,                0.84944,              0.0004952,              0.0004952,              0.0004952
                     40,                0.56467,                0.28844,                0.92669,                0.99768,                0.99581,                0.99499,                0.91283,                0.43847,                0.21055,                0.85008,              0.0004556,              0.0004556,              0.0004556
                     41,                0.49215,                0.23608,                0.89658,                0.99576,                0.99441,                  0.995,                0.91551,                0.43905,                 0.2109,                0.85054,               0.000416,               0.000416,               0.000416
                     42,                0.48201,                0.22786,                0.89103,                0.99711,                0.99721,                0.99494,                0.91803,                 0.4325,                0.20251,                0.84732,              0.0003764,              0.0003764,              0.0003764
                     43,                0.47432,                0.22576,                0.88759,                 0.9972,                0.99566,                0.99496,                0.91972,                0.43014,                0.20308,                0.84813,              0.0003368,              0.0003368,              0.0003368
                     44,                0.47093,                0.22029,                0.88717,                0.99855,                0.99721,                  0.995,                0.92015,                0.42485,                0.19648,                0.84418,              0.0002972,              0.0002972,              0.0002972
