                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.58216,                0.27801,                0.94496,                0.99814,                0.99795,                  0.995,                0.93063,                0.40346,                0.17522,                0.83518,               0.002476,               0.002476,               0.002476
                    154,                0.58064,                0.27718,                0.95239,                0.99923,                0.99721,                  0.995,                0.92936,                0.40417,                0.17672,                0.83516,              0.0024265,              0.0024265,              0.0024265
                    155,                0.57542,                0.27252,                0.94172,                0.99872,                0.99721,                  0.995,                0.92957,                0.40237,                0.17739,                0.83409,               0.002377,               0.002377,               0.002377
                    156,                0.58784,                 0.2784,                0.95059,                0.99907,                0.99803,                0.99497,                0.92805,                0.40105,                0.17862,                0.83413,              0.0023275,              0.0023275,              0.0023275
                    157,                0.57512,                0.28013,                 0.9478,                0.99843,                0.99721,                0.99496,                0.92864,                0.40235,                0.17755,                0.83421,               0.002278,               0.002278,               0.002278
                    158,                0.57735,                0.28636,                0.94262,                0.99962,                0.99721,                  0.995,                 0.9304,                0.40221,                  0.177,                0.83543,              0.0022285,              0.0022285,              0.0022285
                    159,                0.57341,                0.27368,                0.94681,                0.99925,                0.99721,                  0.995,                0.93069,                0.39954,                 0.1738,                0.83586,               0.002179,               0.002179,               0.002179
                    160,                0.57514,                0.27484,                 0.9433,                0.99907,                0.99795,                  0.995,                0.92943,                0.39887,                0.17485,                0.83494,              0.0021295,              0.0021295,              0.0021295
                    161,                0.58245,                0.27528,                0.96275,                0.99904,                0.99814,                  0.995,                0.93027,                0.39769,                 0.1729,                0.83461,                0.00208,                0.00208,                0.00208
                    162,                0.57439,                  0.274,                0.94212,                0.99929,                0.99814,                  0.995,                0.93118,                0.39822,                0.17291,                0.83541,              0.0020305,              0.0020305,              0.0020305
                    163,                 0.5671,                 0.2743,                 0.9396,                0.99956,                0.99814,                  0.995,                0.93017,                0.39987,                0.17424,                0.83557,               0.001981,               0.001981,               0.001981
                    164,                0.56678,                 0.2698,                0.94128,                      1,                0.99807,                  0.995,                0.93089,                0.39983,                0.17486,                0.83558,              0.0019315,              0.0019315,              0.0019315
                    165,                0.57846,                0.27393,                0.94618,                0.99907,                0.99805,                  0.995,                0.93139,                0.39961,                0.17524,                0.83592,               0.001882,               0.001882,               0.001882
                    166,                0.55291,                0.26616,                0.93599,                 0.9989,                0.99814,                  0.995,                0.93215,                 0.3987,                0.17334,                 0.8357,              0.0018325,              0.0018325,              0.0018325
                    167,                0.55273,                0.26518,                0.93312,                0.99907,                0.99809,                  0.995,                0.93142,                0.39825,                0.17402,                0.83432,               0.001783,               0.001783,               0.001783
                    168,                0.55901,                0.26391,                0.94087,                0.99896,                0.99721,                  0.995,                0.93177,                0.39634,                0.17386,                0.83383,              0.0017335,              0.0017335,              0.0017335
                    169,                0.55657,                0.26559,                0.93736,                 0.9989,                0.99721,                  0.995,                0.93071,                0.39645,                0.17508,                0.83339,               0.001684,               0.001684,               0.001684
                    170,                0.55093,                0.26264,                0.93813,                0.99885,                0.99721,                  0.995,                 0.9301,                0.39713,                0.17254,                0.83313,              0.0016345,              0.0016345,              0.0016345
                    171,                0.55329,                0.26497,                0.94141,                0.99891,                0.99721,                  0.995,                0.93157,                0.39863,                0.17265,                0.83406,               0.001585,               0.001585,               0.001585
                    172,                 0.5535,                0.26394,                0.93476,                0.99895,                0.99721,                  0.995,                0.93192,                0.39736,                0.17173,                0.83361,              0.0015355,              0.0015355,              0.0015355
                    173,                0.56172,                 0.2712,                 0.9418,                0.99899,                0.99721,                  0.995,                0.93061,                0.39786,                0.17172,                0.83357,               0.001486,               0.001486,               0.001486
                    174,                0.54553,                0.25983,                0.93723,                0.99901,                0.99721,                  0.995,                0.93155,                0.39775,                 0.1712,                0.83413,              0.0014365,              0.0014365,              0.0014365
                    175,                0.55018,                0.26111,                0.93437,                0.99903,                0.99721,                  0.995,                0.93186,                0.39674,                0.17171,                0.83427,               0.001387,               0.001387,               0.001387
                    176,                0.55425,                0.26712,                0.93371,                0.99902,                0.99721,                  0.995,                0.93241,                0.39679,                0.17121,                0.83408,              0.0013375,              0.0013375,              0.0013375
                    177,                 0.5524,                0.26118,                0.93717,                0.99904,                0.99721,                  0.995,                0.93214,                0.39511,                0.17054,                0.83406,               0.001288,               0.001288,               0.001288
                    178,                0.53774,                0.25635,                 0.9282,                0.99906,                0.99721,                  0.995,                0.93281,                0.39502,                 0.1708,                0.83394,              0.0012385,              0.0012385,              0.0012385
                    179,                 0.5524,                0.26038,                0.93665,                0.99932,                0.99721,                  0.995,                0.93161,                0.39543,                0.17124,                  0.834,               0.001189,               0.001189,               0.001189
                    180,                0.54809,                0.26878,                0.93712,                0.99967,                0.99721,                  0.995,                0.93145,                 0.3947,                0.17029,                 0.8337,              0.0011395,              0.0011395,              0.0011395
                    181,                 0.5351,                0.25346,                0.93057,                0.99907,                0.99803,                  0.995,                0.93166,                0.39472,                0.16987,                0.83355,                0.00109,                0.00109,                0.00109
                    182,                0.53548,                0.25655,                0.93102,                0.99978,                0.99721,                  0.995,                0.93122,                0.39566,                0.17054,                0.83349,              0.0010405,              0.0010405,              0.0010405
                    183,                0.53037,                0.25539,                0.92973,                0.99982,                0.99721,                  0.995,                0.93163,                 0.3952,                0.17063,                0.83333,               0.000991,               0.000991,               0.000991
                    184,                0.53834,                0.25372,                0.93487,                0.99985,                0.99721,                  0.995,                0.93161,                0.39424,                0.17019,                0.83324,              0.0009415,              0.0009415,              0.0009415
                    185,                0.53556,                0.25744,                0.93154,                0.99985,                0.99721,                  0.995,                0.93048,                0.39472,                0.16786,                0.83369,               0.000892,               0.000892,               0.000892
                    186,                 0.5414,                0.25312,                0.93652,                0.99983,                0.99721,                  0.995,                0.93178,                0.39506,                0.16818,                0.83403,              0.0008425,              0.0008425,              0.0008425
                    187,                0.54133,                0.28273,                0.93275,                0.99982,                0.99721,                  0.995,                0.93217,                0.39474,                0.16861,                0.83385,               0.000793,               0.000793,               0.000793
                    188,                0.52682,                 0.2514,                 0.9292,                0.99984,                0.99721,                  0.995,                0.93088,                0.39539,                0.16803,                0.83385,              0.0007435,              0.0007435,              0.0007435
                    189,                   0.53,                0.25226,                0.92991,                0.99984,                0.99721,                  0.995,                0.93107,                0.39532,                 0.1688,                0.83381,               0.000694,               0.000694,               0.000694
                    190,                0.53287,                0.25058,                0.93147,                0.99986,                0.99721,                  0.995,                 0.9305,                0.39494,                0.16872,                 0.8337,              0.0006445,              0.0006445,              0.0006445
                    191,                0.51975,                 0.2211,                0.94003,                0.99987,                0.99721,                  0.995,                0.93033,                0.39469,                0.16893,                0.83363,               0.000595,               0.000595,               0.000595
                    192,                 0.5034,                0.21174,                0.93344,                0.99986,                0.99721,                  0.995,                0.92908,                0.39384,                0.16918,                0.83337,              0.0005455,              0.0005455,              0.0005455
                    193,                0.49092,                0.20795,                0.92635,                      1,                0.99798,                  0.995,                0.93019,                0.39302,                0.16879,                0.83308,               0.000496,               0.000496,               0.000496
                    194,                0.49501,                0.20892,                0.92093,                      1,                0.99797,                  0.995,                0.93152,                 0.3936,                0.16877,                0.83318,              0.0004465,              0.0004465,              0.0004465
                    195,                0.48342,                0.20737,                0.92188,                      1,                0.99805,                  0.995,                0.93064,                0.39364,                0.16966,                0.83328,               0.000397,               0.000397,               0.000397
                    196,                 0.4738,                0.20404,                0.91705,                0.99996,                0.99814,                  0.995,                0.93017,                0.39423,                0.16943,                0.83357,              0.0003475,              0.0003475,              0.0003475
                    197,                0.48265,                0.20622,                0.92608,                 0.9999,                0.99814,                  0.995,                 0.9315,                0.39468,                0.16935,                0.83371,               0.000298,               0.000298,               0.000298
                    198,                0.49816,                0.20917,                0.96556,                0.99989,                0.99814,                  0.995,                0.93142,                0.39436,                0.16896,                0.83375,              0.0002485,              0.0002485,              0.0002485
                    199,                0.47427,                0.20476,                0.91075,                 0.9999,                0.99814,                  0.995,                0.93039,                0.39455,                0.16918,                 0.8336,               0.000199,               0.000199,               0.000199
                    200,                0.46882,                0.20155,                0.91486,                0.99989,                0.99814,                  0.995,                0.93036,                 0.3947,                0.16899,                0.83366,              0.0001495,              0.0001495,              0.0001495
