                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                 1.3144,                0.55719,                  1.951,                0.99031,                0.98138,                0.99459,                0.92202,                0.83497,                 0.3446,                 1.6869,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.2872,                0.59925,                 1.9144,                0.98286,                0.99069,                0.99462,                0.92138,                0.84174,                0.34136,                  1.682,               0.004852,               0.004852,               0.004852
                    106,                 1.2976,                0.55922,                 1.9377,                0.98334,                0.98917,                0.99452,                0.91991,                0.83217,                0.35078,                 1.6772,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.3519,                0.63664,                 1.9573,                0.98973,                0.98738,                0.99467,                0.92125,                0.84435,                0.35207,                 1.6897,               0.004753,               0.004753,               0.004753
                    108,                 1.3161,                0.56372,                 1.9489,                0.99249,                0.98391,                0.99459,                0.91881,                0.83906,                 0.3439,                 1.6861,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.3074,                0.55118,                 1.9346,                0.98703,                0.99255,                0.99477,                0.92382,                0.82544,                0.34158,                 1.6858,               0.004654,               0.004654,               0.004654
                    110,                 1.2842,                0.55855,                 1.9419,                0.98975,                 0.9885,                0.99472,                0.91673,                0.85164,                0.34192,                 1.6882,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.2831,                0.54101,                 1.9267,                0.99344,                0.98741,                0.99478,                 0.9226,                0.84252,                0.33299,                 1.6887,               0.004555,               0.004555,               0.004555
                    112,                 1.2808,                0.55352,                 1.9293,                0.98788,                 0.9866,                0.99453,                0.91885,                0.84501,                0.34431,                 1.6824,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.2894,                0.55037,                 1.9284,                0.98509,                0.98696,                0.99468,                0.92452,                0.82611,                0.33682,                 1.6838,               0.004456,               0.004456,               0.004456
                    114,                 1.2803,                 0.5554,                 1.9316,                0.99156,                0.98486,                0.99449,                0.92174,                 0.8276,                0.34046,                 1.6793,              0.0044065,              0.0044065,              0.0044065
                    115,                  1.271,                 0.7328,                 1.9086,                0.99082,                0.99069,                0.99485,                0.92244,                0.81957,                0.32812,                 1.6787,               0.004357,               0.004357,               0.004357
                    116,                 1.2845,                0.54132,                 1.9466,                0.99161,                0.99037,                0.99481,                0.92149,                0.82211,                0.33348,                 1.6803,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.2879,                0.55525,                 1.9362,                0.99069,                0.99095,                0.99473,                0.91988,                0.84123,                0.33971,                 1.6805,               0.004258,               0.004258,               0.004258
                    118,                 1.2825,                0.54087,                 1.9302,                0.98703,                0.99216,                0.99473,                0.92094,                0.82808,                0.33447,                 1.6778,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.2616,                0.53418,                 1.9172,                0.99326,                0.98883,                0.99474,                0.92443,                0.81754,                0.33096,                 1.6721,               0.004159,               0.004159,               0.004159
                    120,                 1.2993,                0.54655,                 1.9436,                0.99501,                0.98603,                0.99472,                0.92105,                0.82957,                 0.3325,                 1.6775,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.2979,                0.54033,                 1.9339,                0.98784,                0.98976,                0.99473,                0.92527,                0.81954,                0.33234,                 1.6753,                0.00406,                0.00406,                0.00406
                    122,                 1.2661,                0.53021,                 1.9245,                0.98884,                0.98971,                0.99466,                0.92363,                0.82195,                0.33334,                 1.6746,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.2737,                0.54102,                 1.9184,                0.98975,                0.98932,                0.99475,                0.92294,                0.83314,                 0.3317,                 1.6761,               0.003961,               0.003961,               0.003961
                    124,                 1.2685,                 0.5244,                 1.9418,                0.99438,                0.99255,                 0.9948,                0.92677,                0.81996,                0.32157,                 1.6757,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.2648,                0.53268,                 1.9245,                0.99508,                0.98883,                0.99477,                0.92628,                0.81857,                0.32016,                 1.6791,               0.003862,               0.003862,               0.003862
                    126,                 1.2614,                0.54279,                   1.92,                0.99315,                0.98883,                 0.9947,                0.92412,                0.81801,                0.32434,                 1.6756,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.2628,                0.53335,                 1.9322,                0.98521,                 0.9925,                0.99457,                0.92377,                0.81336,                0.32797,                 1.6704,               0.003763,               0.003763,               0.003763
                    128,                 1.2373,                0.52304,                 1.9156,                0.99425,                0.98696,                0.99485,                0.92359,                0.81606,                0.32316,                 1.6723,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.2494,                0.52234,                 1.9235,                0.99006,                0.98138,                0.99447,                0.92731,                0.81445,                0.33641,                 1.6687,               0.003664,               0.003664,               0.003664
                    130,                 1.2126,                0.50383,                 1.8968,                0.98522,                0.99313,                0.99473,                0.92695,                0.80497,                0.32453,                 1.6644,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.2396,                0.52162,                 1.9178,                0.99131,                0.99534,                0.99485,                 0.9277,                0.80182,                0.31682,                 1.6661,               0.003565,               0.003565,               0.003565
                    132,                 1.2168,                0.51124,                 1.9025,                0.99165,                0.99549,                 0.9949,                0.92722,                0.80595,                0.31298,                 1.6676,              0.0035155,              0.0035155,              0.0035155
                    133,                  1.219,                0.51332,                 1.9113,                0.99446,                0.99162,                0.99491,                0.92743,                0.80464,                0.31114,                 1.6677,               0.003466,               0.003466,               0.003466
                    134,                 1.2231,                 0.5149,                 1.9087,                0.99204,                0.98883,                0.99455,                0.92339,                 0.8089,                0.31835,                 1.6679,              0.0034165,              0.0034165,              0.0034165
                    135,                  1.227,                0.52446,                 1.9176,                0.98704,                0.99282,                0.99469,                0.92641,                0.80222,                0.31602,                 1.6674,               0.003367,               0.003367,               0.003367
                    136,                 1.2388,                0.52219,                 1.8997,                 0.9875,                0.99348,                0.99467,                0.92653,                0.80385,                0.31399,                 1.6676,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.2131,                0.51019,                 1.8908,                0.98613,                0.99333,                0.99477,                0.92763,                0.80604,                0.31472,                 1.6667,               0.003268,               0.003268,               0.003268
                    138,                 1.2284,                0.52524,                 1.8951,                0.99251,                0.98698,                0.99473,                0.92625,                0.81348,                0.32046,                 1.6693,              0.0032185,              0.0032185,              0.0032185
                    139,                  1.218,                0.50684,                 1.9036,                0.98709,                0.99683,                0.99479,                0.92815,                0.80535,                0.31096,                  1.667,               0.003169,               0.003169,               0.003169
                    140,                 1.2011,                 0.5042,                 1.9004,                0.99346,                0.99072,                0.99481,                0.92689,                 0.8118,                0.31129,                 1.6688,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.2044,                0.50478,                 1.8981,                0.99382,                0.99628,                0.99488,                0.92522,                0.80905,                0.30815,                 1.6681,                0.00307,                0.00307,                0.00307
                    142,                 1.2023,                0.50695,                 1.8952,                0.99073,                0.99514,                0.99486,                0.92506,                0.80169,                0.30909,                 1.6645,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.1865,                0.50609,                 1.8957,                0.99719,                 0.9911,                0.99489,                0.92796,                0.80048,                0.31258,                 1.6654,               0.002971,               0.002971,               0.002971
                    144,                 1.2065,                0.50483,                 1.9006,                0.99348,                0.99252,                0.99482,                0.92887,                0.80105,                0.30784,                 1.6661,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.2092,                0.51536,                 1.8992,                0.98904,                0.99721,                0.99486,                0.92907,                0.80467,                0.30976,                 1.6652,               0.002872,               0.002872,               0.002872
                    146,                 1.1961,                 0.5158,                 1.8897,                0.98981,                0.99475,                0.99488,                0.92758,                0.80604,                0.30842,                  1.667,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.1787,                0.49966,                 1.8893,                0.99533,                0.99315,                0.99491,                0.92806,                0.80847,                0.31259,                  1.666,               0.002773,               0.002773,               0.002773
                    148,                 1.1962,                0.50761,                 1.9066,                0.99443,                0.99785,                0.99495,                0.92736,                0.80871,                0.30425,                 1.6652,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.1863,                0.48837,                 1.8896,                0.98982,                0.99721,                0.99489,                0.92792,                0.79904,                0.30792,                 1.6634,               0.002674,               0.002674,               0.002674
                    150,                 1.1632,                0.48601,                 1.8989,                0.99669,                0.99534,                0.99495,                0.92815,                0.80298,                0.30262,                 1.6626,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.1515,                0.47699,                 1.8695,                0.99484,                0.98976,                0.99489,                0.92744,                0.80221,                0.31211,                 1.6637,               0.002575,               0.002575,               0.002575
                    152,                 1.1776,                0.49774,                  1.894,                 0.9889,                0.99568,                0.99489,                0.92723,                0.80245,                0.30782,                  1.663,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.1632,                0.48719,                  1.877,                0.99072,                0.99449,                0.99491,                0.92881,                0.80227,                0.30334,                 1.6622,               0.002476,               0.002476,               0.002476
                    154,                 1.1561,                 0.4826,                 1.8893,                0.99255,                0.99229,                0.99492,                 0.9293,                 0.8027,                0.31124,                  1.663,              0.0024265,              0.0024265,              0.0024265
